,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Final Estimations
0,1.8972829140288894,0,-1.1340771454312535,-0.5365552552693277,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1640.0564
1,-1.0357065638520175,1,-0.5318501911550869,-0.8689369168047602,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1452.4856
2,0.4484567864009713,0,0.6613163967021746,1.629847525011337,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,640.73627
3,-1.2677543257566517,0,-0.9814159920489066,0.22669739591150387,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2472.619
4,0.0008519664834030662,1,1.0325398392327318,1.5081103791539738,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4441.6035
5,-0.6823343376013059,1,-0.036424033849076,-0.38628905021638543,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1845.076
6,1.567468836194892,1,0.3301148225784764,-1.4711084677611856,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,644.2956
7,0.0008519664834030662,0,-0.9737258754088298,-0.9702351404888832,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2093.2861
8,-1.5056916247654644,1,1.125541425121671,-0.7326375243071855,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1586.1055
9,-1.5810776996989493,0,-1.1704962485749981,0.7421750385365345,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3044.647
10,0.9196197547352539,0,0.7392546210957218,-0.3669147900752857,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1845.076
11,-1.438550901777829,0,0.7830104992773225,-0.9001486654369477,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1452.4856
12,0.0008519664834030662,0,2.0565807219222014,1.6082598033809248,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,640.73627
13,-1.8637754806995188,0,0.527900145496021,-0.3027891279814103,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2130.949
14,0.9549569773603248,0,-0.8678879089378123,-1.4399387878415142,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,840.27454
15,-1.5457404770738783,1,0.26863250570652497,0.1717265328721083,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2472.619
16,1.6852595782784625,0,-0.22534892778201063,0.9344678873931284,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3044.647
17,1.2140966099441803,0,-0.5405669263270864,0.8283576502081172,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2908.526
18,0.0008519664834030662,0,-0.731728460113753,-0.5069615340416082,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2611.2424
19,0.21287530223383017,0,2.560375873032132,0.8525439238501052,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,478.159
20,-1.318404344852587,0,0.8631829829372664,0.5498821896799406,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2810.5383
21,1.5321316135698204,0,2.281761258506181,1.600169666358585,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3516.2788
22,0.2246543764421874,0,-0.001034495701906929,-1.509345691383573,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,840.27454
23,0.0008519664834030662,0,-0.7461151494155388,0.02141825910665016,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,335.99652
24,1.5321316135698204,0,-0.5952429293637652,0.6424948422568793,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2810.5383
25,-1.3926125123652364,1,-0.5313145980306248,1.107855704055918,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,517.59485
26,0.07152641173354557,0,-0.5967423286379129,-1.5115591528728853,6,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,823.5215
27,-1.6187707371656919,0,0.5034624603597295,0.3295295095750626,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2654.0718
28,0.25999159906725866,0,-0.1479357594870145,1.6771974789756883,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3516.2788
29,0.024410114900117512,0,-0.8340545919526673,-0.3959972146431933,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1845.076
30,0.0008519664834030662,0,0.03303455796848402,-1.7625702162376224,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,113.93358
31,-0.7530087828514483,1,-0.8495043500908237,0.8724715493635328,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2908.526
32,-0.04626433035002499,0,-1.1491437070604407,-1.5955703717676721,8,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,590.81836
33,0.0008519664834030662,1,-0.7964006079111671,1.2414724071168848,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4534.673
34,-1.6293719039532133,0,0.6097341034990352,0.3758989389323064,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2654.0718
35,0.0008519664834030662,1,-1.1120509367267755,1.036746635684359,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4189.5015
36,0.0008519664834030662,0,0.25908252594108405,-0.9814771948951267,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2198.0547
37,-0.5421633545218572,0,-0.29668355901100973,-0.43695919641470493,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,305.34735
38,1.331887352027751,0,0.4644498243920394,0.8272509194634612,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3044.647
39,0.0008519664834030662,0,-0.9706060376536327,-0.6088131230980592,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2611.2424
40,1.979736433487389,0,-0.7133321592706164,0.03810982981114191,8,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1881.4551
41,1.661701429861748,0,0.06932116776790148,-0.3944212559512414,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,305.34735
42,-1.0050809709102895,0,2.205284422041457,0.5326372536031209,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2810.5383
43,0.6251428995263272,0,-0.9745533441510313,0.06186894421834993,8,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1881.4551
44,-1.4102811236777721,0,-0.11939528818210175,1.2328289047222167,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,517.59485
45,-0.5892796513552853,0,1.1823725816783688,-0.4665529176424246,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1845.076
46,-0.24650859189209487,0,4.402887248542183,-1.3784537464717304,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239.83337
47,0.036189189108474316,0,-0.23903344138488292,0.6834147553158747,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3044.647
48,-0.1287178498085243,0,1.277539214183877,1.7332750727597392,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3516.2788
49,1.3083292036110366,0,0.18558959959730323,-0.26080455289027477,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2130.949
50,-1.582255607119785,0,0.1926735250393132,-1.3585261209583028,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,961.4282
51,-0.01092710772495374,0,1.1170136344346677,-0.5554602874631317,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1640.0564
52,0.0950845601502596,1,-0.4144859671699567,0.6473489244702834,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2810.5383
53,1.885503839820532,1,0.6840814655661456,-0.3023199000341144,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2130.949
54,0.0008519664834030662,1,-0.5079700903065945,0.7717266910517375,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4321.108
55,-1.1405403243063954,0,-1.0616090033963663,0.7733447184562059,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3044.647
56,0.15397993119204487,1,-1.2816898731084851,0.6252499061800595,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2810.5383
